No.	NAME	nCIR	Rperim	Rbrid	MCD	NRS	NNRS	nR04	nR05	nR06	nR07	nR08	nBnz	ARR	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr08
375	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
376	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
377	Ceftazidime	5	19	1	0.513513513513513	3	0.75	1	1	2	0	1	0	0.275	79.4706321456322	120.041180053177	255.660299276747	163.511913086913
378	Moxalactam	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	1	0.282051282051282	75.0388278388279	113.138033990433	247.562226663347	154.103948828949
379	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
380	Cefazolin	5	18	1	0.620689655172414	3	0.75	1	2	1	0	1	0	0.3125	58.6643967143967	176.089932161062	86.8286657786658	119.259978909979
381	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
382	Aztreonam	2	9	0	0.321428571428571	2	1	1	1	0	0	0	0	0.172413793103448	84.4721861471861	97.4690476190476	0	0
383	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
384	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
385	Cephaloridine	5	19	1	0.678571428571429	3	0.75	1	1	2	0	1	0	0.354838709677419	54.6629981129981	84.7618149738119	175.468353206821	111.533893883894
386	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
387	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
388	Aztreonam	2	9	0	0.321428571428571	2	1	1	1	0	0	0	0	0.172413793103448	84.4721861471861	97.4690476190476	0	0
389	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
390	Aztreonam	2	9	0	0.321428571428571	2	1	1	1	0	0	0	0	0.172413793103448	84.4721861471861	97.4690476190476	0	0
391	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
392	Moxalactam	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	1	0.282051282051282	75.0388278388279	113.138033990433	247.562226663347	154.103948828949
393	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
394	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
395	Ceftazidime	5	19	1	0.513513513513513	3	0.75	1	1	2	0	1	0	0.275	79.4706321456322	120.041180053177	255.660299276747	163.511913086913
396	Cefazolin	5	18	1	0.620689655172414	3	0.75	1	2	1	0	1	0	0.3125	58.6643967143967	176.089932161062	86.8286657786658	119.259978909979
397	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
398	Aztreonam	2	9	0	0.321428571428571	2	1	1	1	0	0	0	0	0.172413793103448	84.4721861471861	97.4690476190476	0	0
399	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
400	Cefacetrile	3	8	1	0.347826086956522	1	0.5	1	0	1	0	1	0	0	45.4692640692641	0	67.768253968254	93.2196248196248
401	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
402	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
403	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
404	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
405	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
406	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
407	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
408	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
409	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
410	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
411	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
412	Moxalactam	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	1	0.282051282051282	75.0388278388279	113.138033990433	247.562226663347	154.103948828949
413	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
414	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
415	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
416	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
417	Cefazolin	5	18	1	0.620689655172414	3	0.75	1	2	1	0	1	0	0.3125	58.6643967143967	176.089932161062	86.8286657786658	119.259978909979
418	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
419	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
420	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
421	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
422	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
423	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
424	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
425	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
426	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
427	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
428	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
429	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
430	Cefuroxime	4	13	1	0.448275862068966	2	0.666666666666667	1	1	1	0	1	0	0.161290322580645	59.5169996669997	90.6816174022056	90.021423021423	123.230086580087
431	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
432	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
433	Ofloxacin	8	18	3	0.730769230769231	2	0.5	0	0	4	0	0	1	0.206896551724138	0	0	210.135178804683	0
434	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
435	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
436	Cephalexin	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
437	Cephalexin	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
438	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
439	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
440	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
441	Cephalexin	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
442	Cephaloridine	5	19	1	0.678571428571429	3	0.75	1	1	2	0	1	0	0.354838709677419	54.6629981129981	84.7618149738119	175.468353206821	111.533893883894
443	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
444	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
445	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
446	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
447	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
448	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
449	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
450	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
451	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
452	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
453	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
454	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
455	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
456	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
457	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
458	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
459	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
460	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
461	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
462	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
463	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
464	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
465	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
466	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
467	Carbenicillin	4	13	1	0.5	2	0.666666666666667	1	1	1	1	0	1	0.214285714285714	53.1631979131979	66.7111444111444	93.9125426860721	0
468	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
469	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
470	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
471	Penicillin N	3	7	1	0.291666666666667	1	0.5	1	1	0	1	0	0	0	51.2483405483406	63.736297036297	0	0
472	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
473	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
474	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
475	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
476	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
477	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
478	Cephalexin	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
479	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
480	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
481	Moxalactam	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	1	0.282051282051282	75.0388278388279	113.138033990433	247.562226663347	154.103948828949
482	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
483	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
484	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
485	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
486	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
487	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
488	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
489	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
490	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
491	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
492	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
493	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
494	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
495	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
496	Ampicillin	4	13	1	0.541666666666667	2	0.666666666666667	1	1	1	1	0	1	0.230769230769231	47.5813797313797	59.7656898656899	85.0553998289292	0
497	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
498	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
499	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
500	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
501	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
502	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
503	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
504	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
505	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
506	Cefuroxime	4	13	1	0.448275862068966	2	0.666666666666667	1	1	1	0	1	0	0.161290322580645	59.5169996669997	90.6816174022056	90.021423021423	123.230086580087
507	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
508	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
509	Ceftazidime	5	19	1	0.513513513513513	3	0.75	1	1	2	0	1	0	0.275	79.4706321456322	120.041180053177	255.660299276747	163.511913086913
510	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
511	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
512	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
513	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
514	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
515	Ceftazidime	5	19	1	0.513513513513513	3	0.75	1	1	2	0	1	0	0.275	79.4706321456322	120.041180053177	255.660299276747	163.511913086913
516	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
517	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
518	Aztreonam	2	9	0	0.321428571428571	2	1	1	1	0	0	0	0	0.172413793103448	84.4721861471861	97.4690476190476	0	0
519	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
520	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
521	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
522	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
523	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
524	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
525	Cefamandole	5	19	1	0.612903225806452	3	0.75	1	1	2	0	1	1	0.323529411764706	62.7565767565768	93.7874597280944	206.288511489632	127.998992673993
526	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
527	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
528	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
529	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
530	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
531	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
532	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
533	Cefmetazole	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	61.6687090687091	91.6476095971452	90.826554001554	125.425815850816
534	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
535	Sulbenicillin	4	13	1	0.481481481481481	2	0.666666666666667	1	1	1	1	0	1	0.206896551724138	55.954107004107	70.1838716838717	98.3411141146435	0
536	Cefuroxime	4	13	1	0.448275862068966	2	0.666666666666667	1	1	1	0	1	0	0.161290322580645	59.5169996669997	90.6816174022056	90.021423021423	123.230086580087
537	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
538	Ceftizoxime	4	13	1	0.52	2	0.666666666666667	1	1	1	0	1	0	0.185185185185185	48.2023171273171	74.6701295436589	76.222471972472	103.310897435897
539	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
540	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
541	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
542	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
543	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
544	Cefaclor	4	14	1	0.583333333333333	2	0.666666666666667	1	0	2	0	1	1	0.230769230769231	44.8081085581086	0	153.259998824705	95.4293095793096
545	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
546	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
547	Cefuroxime	4	13	1	0.448275862068966	2	0.666666666666667	1	1	1	0	1	0	0.161290322580645	59.5169996669997	90.6816174022056	90.021423021423	123.230086580087
548	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
549	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
550	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
551	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
552	Nalidixic acid	3	10	1	0.588235294117647	1	0.5	0	0	2	0	0	0	0.333333333333333	0	0	75.4715728715729	0
553	LY097964	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	50.6785076035076	78.3930732666027	79.2462814962815	107.715659340659
554	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
555	Piperacillin	5	19	1	0.527777777777778	3	0.75	1	1	2	1	0	1	0.153846153846154	80.0789478495361	100.94659343924	273.72191904243	0
556	Cephalosporin C	3	8	1	0.296296296296296	1	0.5	1	0	1	0	1	0	0	56.7561993561994	0	85.7270396270396	117.481951381951
557	Cefoxitin	4	13	1	0.464285714285714	2	0.666666666666667	1	1	1	0	1	0	0.166666666666667	55.7231934731935	87.5689189895072	84.2208125208125	115.519802419802
