No.	NAME	C-002	C-003	C-005	C-006	C-008	C-009	C-011	C-012	C-016	C-019	C-024	C-025	C-026	C-027	C-028	C-029	C-033	C-034	C-039	C-040	C-041	C-042	C-044	H-046	H-047	H-048	H-049	H-051	H-052	H-053	O-058	O-060	O-062	N-068	N-072	N-074	N-079
330	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
331	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
332	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
333	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
334	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
335	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
336	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
337	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
338	Cefacetrile	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	1	0	5	0	0	4	1	1	0	2	1	0
339	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
340	Cefazolin	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	7	1	1	3	0	0	3	0	1	0	2	0	0
341	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
342	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
343	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
344	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
345	Cephalosporin C	3	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	6	1	1	2	2	0	5	1	2	0	2	0	1
346	Ceftazidime	0	0	0	2	1	1	1	0	0	1	3	0	0	2	1	0	1	0	1	4	0	0	1	0	8	2	2	0	6	0	4	1	2	0	2	1	0
347	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
348	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
349	Ofloxacin	0	0	1	5	1	0	0	0	0	0	1	1	4	0	0	0	0	0	1	1	0	0	0	0	15	1	0	0	3	0	2	1	1	0	0	0	1
350	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
351	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
352	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
353	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
354	Cefazolin	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	7	1	1	3	0	0	3	0	1	0	2	0	0
355	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
356	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
357	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
358	Cephaloridine	1	0	0	2	1	1	0	0	0	1	5	0	0	2	0	0	1	1	0	3	0	0	0	0	10	2	2	2	0	0	3	0	1	0	2	0	0
359	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
360	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
361	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
362	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
363	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
364	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
365	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
366	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
367	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
368	Cephalosporin C	3	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	6	1	1	2	2	0	5	1	2	0	2	0	1
369	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
370	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
371	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
372	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
373	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
374	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
375	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
376	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
377	Ceftazidime	0	0	0	2	1	1	1	0	0	1	3	0	0	2	1	0	1	0	1	4	0	0	1	0	8	2	2	0	6	0	4	1	2	0	2	1	0
378	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
379	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
380	Cefazolin	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	7	1	1	3	0	0	3	0	1	0	2	0	0
381	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
382	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
383	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
384	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
385	Cephaloridine	1	0	0	2	1	1	0	0	0	1	5	0	0	2	0	0	1	1	0	3	0	0	0	0	10	2	2	2	0	0	3	0	1	0	2	0	0
386	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
387	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
388	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
389	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
390	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
391	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
392	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
393	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
394	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
395	Ceftazidime	0	0	0	2	1	1	1	0	0	1	3	0	0	2	1	0	1	0	1	4	0	0	1	0	8	2	2	0	6	0	4	1	2	0	2	1	0
396	Cefazolin	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	7	1	1	3	0	0	3	0	1	0	2	0	0
397	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
398	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
399	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
400	Cefacetrile	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	1	0	5	0	0	4	1	1	0	2	1	0
401	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
402	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
403	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
404	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
405	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
406	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
407	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
408	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
409	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
410	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
411	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
412	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
413	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
414	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
415	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
416	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
417	Cefazolin	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	7	1	1	3	0	0	3	0	1	0	2	0	0
418	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
419	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
420	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
421	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
422	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
423	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
424	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
425	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
426	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
427	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
428	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
429	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
430	Cefuroxime	0	0	1	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	1	3	1	0	0	0	10	2	0	0	0	0	4	3	1	0	3	1	0
431	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
432	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
433	Ofloxacin	0	0	1	5	1	0	0	0	0	0	1	1	4	0	0	0	0	0	1	1	0	0	0	0	15	1	0	0	3	0	2	1	1	0	0	0	1
434	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
435	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
436	Cephalexin	0	0	0	1	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	0	3	9	1	0	0	0	0	3	0	1	0	2	0	0
437	Cephalexin	0	0	0	1	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	0	3	9	1	0	0	0	0	3	0	1	0	2	0	0
438	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
439	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
440	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
441	Cephalexin	0	0	0	1	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	0	3	9	1	0	0	0	0	3	0	1	0	2	0	0
442	Cephaloridine	1	0	0	2	1	1	0	0	0	1	5	0	0	2	0	0	1	1	0	3	0	0	0	0	10	2	2	2	0	0	3	0	1	0	2	0	0
443	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
444	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
445	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
446	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
447	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
448	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
449	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
450	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
451	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
452	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
453	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
454	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
455	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
456	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
457	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
458	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
459	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
460	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
461	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
462	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
463	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
464	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
465	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
466	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
467	Carbenicillin	0	1	0	0	2	1	1	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	1	6	0	4	0	2	0	2	0	0
468	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
469	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
470	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
471	Penicillin N	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	1	0	2	8	0	4	0	2	0	2	0	1
472	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
473	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
474	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
475	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
476	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
477	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
478	Cephalexin	0	0	0	1	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	0	3	9	1	0	0	0	0	3	0	1	0	2	0	0
479	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
480	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
481	Moxalactam	0	1	2	2	0	1	0	1	0	1	4	1	1	0	0	0	0	0	0	4	0	0	1	0	14	1	0	1	0	0	4	0	2	0	2	0	0
482	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
483	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
484	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
485	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
486	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
487	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
488	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
489	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
490	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
491	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
492	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
493	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
494	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
