No.	NAME	nCp	nCs	nCt	nCrs	nCrt	nCar	nCb-	nCconj	nR=Cs	nR=Ct	nRCOOR	nArCONH2	nRCONR2	nROCON	nCONN	nArCNO	nRNH2	nArNH2	nArNR2	nN+	nNq	nROH	nArOH	nOHs	nROR	nArOR	nRSR	nSO3	nFuranes	nThiophenes	nPyridines	nHBonds
373	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
374	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
375	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
376	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
377	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
378	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
379	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
380	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
381	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
382	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
383	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0
384	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
385	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
386	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
387	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
388	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
389	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
390	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
391	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
392	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
393	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
394	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
395	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
396	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
397	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
398	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
399	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
400	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
401	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
402	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
403	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
404	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
405	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
406	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
407	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
408	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
409	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
410	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
411	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
412	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
413	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
414	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
415	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
416	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
417	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
418	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
419	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
420	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
421	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
422	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
423	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
424	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
425	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
426	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
427	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
428	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
429	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
430	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
431	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
432	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
433	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
434	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
435	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
436	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
437	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
438	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
439	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
440	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
441	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
442	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
443	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
444	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
445	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
446	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
447	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
448	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
449	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
450	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
451	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
452	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
453	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
454	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
455	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
456	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
457	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
458	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
459	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
460	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
461	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
462	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
463	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
464	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
465	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
466	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
467	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
468	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
469	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
470	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
471	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
472	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	3
473	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
474	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
475	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
476	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
477	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
478	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
479	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
480	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
481	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
482	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
483	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
484	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
485	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
486	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
487	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
488	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
489	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
490	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
491	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
492	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
493	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
494	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
495	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
496	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
497	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
498	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
499	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
500	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0
501	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
502	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
503	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
504	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
505	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
506	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
507	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
508	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
509	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
510	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
511	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
512	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
513	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
514	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
515	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
516	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
517	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
518	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
519	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1
520	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
521	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
522	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
523	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
524	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
525	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1
526	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
527	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
528	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
529	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
530	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
531	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
532	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
533	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
534	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
535	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
536	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
537	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
538	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
539	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
540	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
541	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
542	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
543	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
544	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
545	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
546	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
547	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
548	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
549	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
550	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
551	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
552	Nalidixic acid	2	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
553	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
554	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
555	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
556	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
557	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
558	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
559	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
