No.	NAME	MW	AMW	Mv	Mp	Mi	nTA	nBM	RBN	RBF	nDB	nTB	nN	nO	nHM	nHet	nX	C%	N%	O%	nCsp3	nCsp2	Fsp3	max_conj_path	totalcharge
250	Cefamandole	461.55	9.61562499999999	0.686958333333333	0.703954166666667	1.12834166666667	6	15	7	0.137254901960784	4	0	6	5	2	13	0	37.5	12.5	10.4166666666667	6	12	0.333333333333333	6	-1
251	Imipenem	299.39	8.09162162162161	0.616164864864865	0.643583783783784	1.13942972972973	6	4	6	0.157894736842105	4	0	3	4	1	8	0	32.4324324324324	8.10810810810811	10.8108108108108	7	5	0.583333333333333	4	0
252	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
253	Cefazolin	453.56	10.7990476190476	0.712111904761905	0.731195238095238	1.13385714285714	5	14	7	0.155555555555556	4	0	8	4	3	15	0	33.3333333333333	19.047619047619	9.52380952380952	6	8	0.428571428571429	5	-1
254	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
255	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
256	Ofloxacin	361.41	7.85673913043478	0.631476086956522	0.644026086956522	1.13932608695652	6	9	2	0.0408163265306122	3	0	3	4	0	8	1	39.1304347826087	6.52173913043478	8.69565217391304	8	10	0.444444444444444	12	0
257	BL-S217	437.54	9.11541666666666	0.66545	0.690222916666667	1.12318541666667	7	11	8	0.16	5	0	3	6	2	11	0	37.5	6.25	12.5	7	11	0.388888888888889	6	0
258	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
259	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
260	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
261	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
262	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
263	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
264	Cefuroxime	423.42	9.62318181818181	0.679284090909091	0.670322727272727	1.13345454545455	7	11	8	0.173913043478261	6	0	4	8	1	13	0	36.3636363636364	9.09090909090909	18.1818181818182	5	11	0.3125	9	-1
265	Penicillin N	358.44	8.14636363636363	0.614043181818182	0.63326590909091	1.14092045454545	9	4	7	0.155555555555556	4	0	3	6	1	10	0	31.8181818181818	6.81818181818182	13.6363636363636	10	4	0.714285714285714	0	-1
266	Penicillin N	358.44	8.14636363636363	0.614043181818182	0.63326590909091	1.14092045454545	9	4	7	0.155555555555556	4	0	3	6	1	10	0	31.8181818181818	6.81818181818182	13.6363636363636	10	4	0.714285714285714	0	-1
267	Cefuroxime	423.42	9.62318181818181	0.679284090909091	0.670322727272727	1.13345454545455	7	11	8	0.173913043478261	6	0	4	8	1	13	0	36.3636363636364	9.09090909090909	18.1818181818182	5	11	0.3125	9	-1
268	Cephaloridine	415.53	9.23399999999999	0.68856	0.72134	1.11286444444444	4	15	6	0.125	4	0	3	4	2	9	0	42.2222222222222	6.66666666666667	8.88888888888889	5	14	0.263157894736842	6	0
269	Cefoxitin	426.49	9.69295454545454	0.678777272727273	0.691888636363637	1.12498863636364	7	10	8	0.173913043478261	5	0	3	7	2	12	0	36.3636363636364	6.81818181818182	15.9090909090909	6	10	0.375	5	-1
270	Cefoxitin	426.49	9.69295454545454	0.678777272727273	0.691888636363637	1.12498863636364	7	10	8	0.173913043478261	5	0	3	7	2	12	0	36.3636363636364	6.81818181818182	15.9090909090909	6	10	0.375	5	-1
271	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
272	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
273	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
274	Piperacillin	516.61	8.3324193548387	0.642404838709676	0.658909677419354	1.13285322580645	10	12	6	0.0923076923076923	6	0	5	7	1	13	0	37.0967741935484	8.06451612903226	11.2903225806452	11	12	0.478260869565217	6	-1
275	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
276	Cefoxitin	426.49	9.69295454545454	0.678777272727273	0.691888636363637	1.12498863636364	7	10	8	0.173913043478261	5	0	3	7	2	12	0	36.3636363636364	6.81818181818182	15.9090909090909	6	10	0.375	5	-1
277	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
278	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
279	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
280	Cyclacillin	341.48	7.42347826086956	0.595184782608696	0.632539130434783	1.13922826086957	7	3	3	0.0625	3	0	3	4	1	8	0	32.6086956521739	6.52173913043478	8.69565217391304	12	3	0.8	0	0
281	Cefazolin	453.56	10.7990476190476	0.712111904761905	0.731195238095238	1.13385714285714	5	14	7	0.155555555555556	4	0	8	4	3	15	0	33.3333333333333	19.047619047619	9.52380952380952	6	8	0.428571428571429	5	-1
282	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
283	Ceftazidime	545.63	9.40741379310344	0.680296551724137	0.693475862068965	1.12775172413793	9	17	9	0.147540983606557	6	0	6	7	2	15	0	37.9310344827586	10.3448275862069	12.0689655172414	7	15	0.318181818181818	9	-1
284	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
285	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
286	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
287	Ofloxacin	361.41	7.85673913043478	0.631476086956522	0.644026086956522	1.13932608695652	6	9	2	0.0408163265306122	3	0	3	4	0	8	1	39.1304347826087	6.52173913043478	8.69565217391304	8	10	0.444444444444444	12	0
288	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
289	Cephaloridine	415.53	9.23399999999999	0.68856	0.72134	1.11286444444444	4	15	6	0.125	4	0	3	4	2	9	0	42.2222222222222	6.66666666666667	8.88888888888889	5	14	0.263157894736842	6	0
290	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
291	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
292	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
293	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
294	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
295	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
296	Cefotaxime	454.51	9.88065217391304	0.682221739130435	0.688980434782609	1.13219347826087	8	11	8	0.166666666666667	6	0	5	7	2	14	0	34.7826086956522	10.8695652173913	15.2173913043478	6	10	0.375	9	-1
297	Cefuroxime	423.42	9.62318181818181	0.679284090909091	0.670322727272727	1.13345454545455	7	11	8	0.173913043478261	6	0	4	8	1	13	0	36.3636363636364	9.09090909090909	18.1818181818182	5	11	0.3125	9	-1
298	Cefmetazole	470.59	10.2302173913043	0.688167391304348	0.710473913043479	1.13398913043478	7	10	9	0.1875	4	1	7	5	3	15	0	32.6086956521739	15.2173913043478	10.8695652173913	8	6	0.533333333333333	5	-1
299	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
300	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
301	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
302	Cephalexin	346.42	8.6605	0.6633675	0.6857975	1.1237825	6	10	4	0.0952380952380952	4	0	3	4	1	8	0	40	7.5	10	5	11	0.3125	6	-1
303	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
304	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
305	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
306	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
307	Cephaloridine	415.53	9.23399999999999	0.68856	0.72134	1.11286444444444	4	15	6	0.125	4	0	3	4	2	9	0	42.2222222222222	6.66666666666667	8.88888888888889	5	14	0.263157894736842	6	0
308	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
309	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
310	Cephalexin	346.42	8.6605	0.6633675	0.6857975	1.1237825	6	10	4	0.0952380952380952	4	0	3	4	1	8	0	40	7.5	10	5	11	0.3125	6	-1
311	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
312	Ampicillin	348.44	8.29619047619047	0.644321428571429	0.671269047619048	1.12777380952381	7	9	4	0.0909090909090909	3	0	3	4	1	8	0	38.0952380952381	7.14285714285714	9.52380952380952	7	9	0.4375	6	-1
313	Sulbenicillin	412.48	9.59255813953488	0.676934883720931	0.693444186046512	1.12113488372093	9	11	5	0.111111111111111	5	0	2	7	2	11	0	37.2093023255814	4.65116279069767	16.2790697674419	7	9	0.4375	6	-2
314	Cefotaxime	454.51	9.88065217391304	0.682221739130435	0.688980434782609	1.13219347826087	8	11	8	0.166666666666667	6	0	5	7	2	14	0	34.7826086956522	10.8695652173913	15.2173913043478	6	10	0.375	9	-1
315	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
316	Ceftriaxone	552.63	10.6275	0.708524999999999	0.715688461538461	1.13217307692308	9	13	8	0.145454545454545	8	0	8	7	3	18	0	34.6153846153846	15.3846153846154	13.4615384615385	6	12	0.333333333333333	9	-2
317	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
318	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
319	Cefazolin	453.56	10.7990476190476	0.712111904761905	0.731195238095238	1.13385714285714	5	14	7	0.155555555555556	4	0	8	4	3	15	0	33.3333333333333	19.047619047619	9.52380952380952	6	8	0.428571428571429	5	-1
320	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
321	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
322	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
323	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
324	Cephaloglycin	404.46	8.79260869565217	0.66285	0.676136956521739	1.12576739130435	7	11	7	0.145833333333333	5	0	3	6	1	10	0	39.1304347826087	6.52173913043478	13.0434782608696	6	12	0.333333333333333	6	-1
325	Cephalexin	346.42	8.6605	0.6633675	0.6857975	1.1237825	6	10	4	0.0952380952380952	4	0	3	4	1	8	0	40	7.5	10	5	11	0.3125	6	-1
326	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
327	Cephalexin	346.42	8.6605	0.6633675	0.6857975	1.1237825	6	10	4	0.0952380952380952	4	0	3	4	1	8	0	40	7.5	10	5	11	0.3125	6	-1
328	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
329	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
330	Cephaloglycin	404.46	8.79260869565217	0.66285	0.676136956521739	1.12576739130435	7	11	7	0.145833333333333	5	0	3	6	1	10	0	39.1304347826087	6.52173913043478	13.0434782608696	6	12	0.333333333333333	6	-1
331	BL-S217	437.54	9.11541666666666	0.66545	0.690222916666667	1.12318541666667	7	11	8	0.16	5	0	3	6	2	11	0	37.5	6.25	12.5	7	11	0.388888888888889	6	0
332	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
333	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
334	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
335	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
336	Cephalothin	395.47	9.64560975609756	0.68609756097561	0.7069	1.11687317073171	6	10	7	0.162790697674419	5	0	2	6	2	10	0	39.0243902439024	4.8780487804878	14.6341463414634	6	10	0.375	5	-1
337	Cefoxitin	426.49	9.69295454545454	0.678777272727273	0.691888636363637	1.12498863636364	7	10	8	0.173913043478261	5	0	3	7	2	12	0	36.3636363636364	6.81818181818182	15.9090909090909	6	10	0.375	5	-1
338	Cefacetrile	338.35	9.66714285714285	0.683162857142857	0.680517142857143	1.12970571428571	7	6	6	0.166666666666667	5	1	3	6	1	10	0	37.1428571428571	8.57142857142857	17.1428571428571	6	6	0.461538461538462	4	-1
339	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
340	Cefazolin	453.56	10.7990476190476	0.712111904761905	0.731195238095238	1.13385714285714	5	14	7	0.155555555555556	4	0	8	4	3	15	0	33.3333333333333	19.047619047619	9.52380952380952	6	8	0.428571428571429	5	-1
341	Ampicillin	348.44	8.29619047619047	0.644321428571429	0.671269047619048	1.12777380952381	7	9	4	0.0909090909090909	3	0	3	4	1	8	0	38.0952380952381	7.14285714285714	9.52380952380952	7	9	0.4375	6	-1
342	Cefaclor	366.83	9.91432432432432	0.698254054054054	0.716983783783784	1.12108378378378	6	10	4	0.102564102564103	4	0	3	4	2	9	1	40.5405405405405	8.10810810810811	10.8108108108108	4	11	0.266666666666667	6	-1
343	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
344	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
345	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
346	Ceftazidime	545.63	9.40741379310344	0.680296551724137	0.693475862068965	1.12775172413793	9	17	9	0.147540983606557	6	0	6	7	2	15	0	37.9310344827586	10.3448275862069	12.0689655172414	7	15	0.318181818181818	9	-1
347	Cefamandole	461.55	9.61562499999999	0.686958333333333	0.703954166666667	1.12834166666667	6	15	7	0.137254901960784	4	0	6	5	2	13	0	37.5	12.5	10.4166666666667	6	12	0.333333333333333	6	-1
348	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
349	Ofloxacin	361.41	7.85673913043478	0.631476086956522	0.644026086956522	1.13932608695652	6	9	2	0.0408163265306122	3	0	3	4	0	8	1	39.1304347826087	6.52173913043478	8.69565217391304	8	10	0.444444444444444	12	0
350	Cefmetazole	470.59	10.2302173913043	0.688167391304348	0.710473913043479	1.13398913043478	7	10	9	0.1875	4	1	7	5	3	15	0	32.6086956521739	15.2173913043478	10.8695652173913	8	6	0.533333333333333	5	-1
351	Penicillin N	358.44	8.14636363636363	0.614043181818182	0.63326590909091	1.14092045454545	9	4	7	0.155555555555556	4	0	3	6	1	10	0	31.8181818181818	6.81818181818182	13.6363636363636	10	4	0.714285714285714	0	-1
352	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
353	Ceftizoxime	382.44	10.3362162162162	0.699972972972973	0.709764864864865	1.13058648648649	6	10	5	0.128205128205128	5	0	5	5	2	12	0	35.1351351351351	13.5135135135135	13.5135135135135	4	9	0.307692307692308	9	-1
354	Cefazolin	453.56	10.7990476190476	0.712111904761905	0.731195238095238	1.13385714285714	5	14	7	0.155555555555556	4	0	8	4	3	15	0	33.3333333333333	19.047619047619	9.52380952380952	6	8	0.428571428571429	5	-1
355	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
356	Moxalactam	518.51	9.60203703703703	0.683509259259258	0.672977777777777	1.13491851851852	9	16	9	0.157894736842105	5	0	6	9	1	16	0	37.037037037037	11.1111111111111	16.6666666666667	7	13	0.35	6	-2
357	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
358	Cephaloridine	415.53	9.23399999999999	0.68856	0.72134	1.11286444444444	4	15	6	0.125	4	0	3	4	2	9	0	42.2222222222222	6.66666666666667	8.88888888888889	5	14	0.263157894736842	6	0
359	Aztreonam	433.47	10.0806976744186	0.670548837209303	0.668997674418605	1.14145813953488	11	11	7	0.159090909090909	6	0	5	8	2	15	0	30.2325581395349	11.6279069767442	18.6046511627907	6	7	0.461538461538462	9	-2
360	Ampicillin	348.44	8.29619047619047	0.644321428571429	0.671269047619048	1.12777380952381	7	9	4	0.0909090909090909	3	0	3	4	1	8	0	38.0952380952381	7.14285714285714	9.52380952380952	7	9	0.4375	6	-1
361	Sulbenicillin	412.48	9.59255813953488	0.676934883720931	0.693444186046512	1.12113488372093	9	11	5	0.111111111111111	5	0	2	7	2	11	0	37.2093023255814	4.65116279069767	16.2790697674419	7	9	0.4375	6	-2
362	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
363	Cefotaxime	454.51	9.88065217391304	0.682221739130435	0.688980434782609	1.13219347826087	8	11	8	0.166666666666667	6	0	5	7	2	14	0	34.7826086956522	10.8695652173913	15.2173913043478	6	10	0.375	9	-1
364	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
365	Penicillin N	358.44	8.14636363636363	0.614043181818182	0.63326590909091	1.14092045454545	9	4	7	0.155555555555556	4	0	3	6	1	10	0	31.8181818181818	6.81818181818182	13.6363636363636	10	4	0.714285714285714	0	-1
366	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
367	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
368	Cephalosporin C	400.43	8.89844444444444	0.642682222222222	0.644695555555556	1.13786888888889	8	6	10	0.217391304347826	6	0	3	8	1	12	0	33.3333333333333	6.66666666666667	17.7777777777778	8	7	0.533333333333333	4	-1
369	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
370	Nocardicin B	499.5	8.46610169491525	0.652938983050846	0.649942372881355	1.13257966101695	9	17	11	0.180327868852459	5	0	4	9	0	13	0	38.9830508474576	6.77966101694915	15.2542372881356	6	17	0.260869565217391	10	-1
371	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
372	Cefamandole	461.55	9.61562499999999	0.686958333333333	0.703954166666667	1.12834166666667	6	15	7	0.137254901960784	4	0	6	5	2	13	0	37.5	12.5	10.4166666666667	6	12	0.333333333333333	6	-1
373	Sulbenicillin	412.48	9.59255813953488	0.676934883720931	0.693444186046512	1.12113488372093	9	11	5	0.111111111111111	5	0	2	7	2	11	0	37.2093023255814	4.65116279069767	16.2790697674419	7	9	0.4375	6	-2
374	Sulbenicillin	412.48	9.59255813953488	0.676934883720931	0.693444186046512	1.12113488372093	9	11	5	0.111111111111111	5	0	2	7	2	11	0	37.2093023255814	4.65116279069767	16.2790697674419	7	9	0.4375	6	-2
375	LY097964	396.47	9.91174999999999	0.685645	0.7005675	1.1311725	7	10	5	0.119047619047619	5	0	5	5	2	12	0	35	12.5	12.5	5	9	0.357142857142857	9	-1
376	Carbenicillin	376.42	8.96238095238095	0.671578571428572	0.683711904761905	1.1209380952381	8	10	5	0.113636363636364	4	0	2	6	1	9	0	40.4761904761905	4.76190476190476	14.2857142857143	7	10	0.411764705882353	6	-2
